recall_type,manufacturer,recall_count
Tire,Cheng Shin Rubber/Maxxis International,1
Tire,"China Manufacturers Alliance, LLC (CMA)",1
Tire,"Compania Hulera Tornel, S.A. de C.V.",2
Tire,"Continental Tire the Americas, LLC",25
Tire,Cooper Tire & Rubber Co.,145
Tire,Cooper Tire & Rubber Company Europe Ltd.,1
Tire,DAYTON STEEL FOUNDRY CO.,5
Tire,DEL- NAT TIRE CORPORATION,1
Tire,DEL-NAT TIRE CORPORATION,4
Tire,DENMAN TIRE CORPORATION,2
Tire,"DICO COMPANY, INC.",1
Tire,DILL AIR CONTROLS PRODUCTS,1
Tire,DUNLOP TIRE CORPORATION,21
Tire,DURALON,1
Tire,Discount Tire,1
Tire,FALCON TIRES,1
Tire,FALKEN TIRE CORPORATION,3
Tire,FIDELITY TIRE MANUFACTURING CO,1
Tire,FIRESTONE TIRE & RUBBER CO.,60
Tire,FULDA TIRE COMPANY,1
Tire,Federal Corporation,2
Tire,"Foreign Tire Sales, Inc.",5
Tire,GANS,1
Tire,"GANS TIRE COMPANY, INC.",1
Tire,GATES,3
Tire,GENERAL TIRE & RUBBER CO.,40
Tire,GPX INTERNATIONAL TIRE CORPORATION,1
Tire,"GTC NORTH AMERICA, INC.",1
Tire,"Giti Tire (USA), Ltd.",3
Tire,Goodyear Tire & Rubber Company,51
Tire,HEAFNER,1
Tire,Hankook Tire America Corp.,6
Tire,Harbor Freight Tools,1
Tire,Hercules Enterprises,1
Tire,Hercules Tire & Rubber Company,7
Tire,ITG Voma Corporation,1
Tire,"ITOCHU International, Inc.",1
Tire,JAGUAR ROVER TRIUMPH INC.,1
Tire,JOE ESCO TIRE CO.,1
Tire,KELLY SPRINGFIELD TIRE CO,24
Tire,"Kumho Tire Co., Inc.",1
Tire,"Kumho Tire U.S.A., Inc.",5
Tire,LEE TIRE & RUBBER CO.,2
Tire,Les Schwab,1
Tire,"Linglong Americas, Inc.",1
Tire,Lionshead Specialty Tire & Wheel LLC,2
Tire,MANSFIELD,3
Tire,MANSFIELD TIRE & RUBBER C,3
Tire,MCCREARY TIRE & RUBBER CO,3
Tire,METZELER MOTORCYCLE TIRE,3
Tire,MICKEY THOMPSON,2
Tire,MONTGOMERY WARD & CO.,6
Tire,"Max-Trac Tire Co., Inc.",2
Tire,"Michelin North America, Inc.",20
Tire,NANKANG RUBBER & TIRE CORP.,1
Tire,Nitto Tire U.S.A. Inc.,1
Tire,"Nokian Tyres, Inc.",3
Tire,OHTSU,1
Tire,PEP BOYS,4
Tire,PRO COMPETITION TIRE COMPANY,3
Tire,PT. Elangperdana Tyre Industry,1
Tire,"PT. Multistrada Arah Sarana, Tbk",2
Tire,"Pirelli Tire, LLC",6
Tire,REMINGTON TIRE CO.,2
Tire,"Rocky Mountain ATV/MC, Inc.",1
Tire,"SAMS TIRE SERVICE, INC.",1
Tire,SEARS ROEBUCK & CO.,1
Tire,SEIBERLING TIRE & RUBBER,3
Tire,"SEMPERIT, A.G.(AUSTRIA)",1
Tire,SURE TIRE COMPANY,1
Tire,"Sailun Tire Americas, Inc.",4
Tire,Sentury Tire Thailand,2
Tire,Shaanxi Yanchang Petroleum Group Rubber,1
Tire,Shandong Jinyu Industrial Co. LTD.,1
Tire,"Shandong New Continent Tire Co., Ltd.",1
Tire,"Sumitomo Rubber Industries, Ltd.",3
Tire,"Sumitomo Rubber USA, LLC",4
Tire,TBC Corporation,7
Tire,TECH INTERNATIONAL,1
Tire,TOYO TIRES U.S.A. CORP,1
Tire,"Tireco, Inc.",2
Tire,"Toyo Tire Holdings of Americas, Inc.",7
Tire,Trans Texas Tire,1
Tire,Treadways Corporation,2
Tire,"Trek Tire, LLC",1
Tire,Triangle Tire USA,1
Tire,UNIROYAL GOODRICH TIRE CO,81
Tire,VEITH,1
Tire,"Vee Tyre and Rubber Co., Ltd.",3
Tire,Vogue Tyre & Rubber Co.,2
Tire,Wheel Group Holdings LLC,1
Tire,"Yokohama Off-Highway Tires America, Inc",4
Tire,Yokohama Tire Corporation,22
Tire,"Zhaoqing Junhong Co., Ltd.",2
Vehicle,"4-Star Trailers, Inc.",5
Vehicle,9299-5000 Quebec Inc.,1
Vehicle,A WORK OF ART MFG.,1
Vehicle,A-1 Auto Electric,1
Vehicle,"A-Z Bus Sales, Inc.",1
Vehicle,A. D. MILLER,1
Vehicle,A. GIRARDIN INC.,5
Vehicle,ABC BUS Inc,1
Vehicle,"ABC ENGINEERING, CO",1
Vehicle,ABS Remorques,1
Vehicle,ACCESS MOBILITY CENTER,2
Vehicle,"ACCESS OPTIONS, INC",1
Vehicle,"ACCESSIBLE VANS & MOBILITY, LLC.",1
Vehicle,"ACCESSIBLE VANS & MOBILTIY OF NY, LLC",1
Vehicle,ACCESSORIES UNLIMITED,1
Vehicle,ACER-MEX S.A.,1
Vehicle,ACME TRK BODY & HOIST CO.,1
Vehicle,ACRO TRAILER COMPANY,2
Vehicle,"ACTION AUTO BODY, INC.",1
Vehicle,"ADVANCE MIXER, INC.",2
Vehicle,"AE SUNROOFS, LLC",1
Vehicle,AEBI-Schmidt,1
Vehicle,"AERO COACH, INC.",1
Vehicle,"AERO MANUFACTURING, INC.",1
Vehicle,"ALFA LEISURE,INC.",16
Vehicle,"ALFA ROMEO, INCORPORATED",27
Vehicle,"ALGAR ENTERPRISES, INC.",1
Vehicle,"ALL IN ONE MOBILITY, INC.",1
Vehicle,"ALLEN CAMPER MFG. CO., INC.",2
Vehicle,ALLIED TNK TRK EQUIP CO.,1
Vehicle,ALLSTATE TRAILER SALES,1
Vehicle,ALMIX,1
Vehicle,"ALOUETTE REC PRODUCTS,INC",4
Vehicle,"ALTEC ENVIRONMENTAL PRODUCTS, LLC",1
Vehicle,"ALUMA TOWER COMPANY, INC",1
Vehicle,"ALUMINA, INC",2
Vehicle,AM GENERAL LLC,55
Vehicle,AM HOIST & DERRICK CO.,2
Vehicle,AMERICAN CARRIAGE INC.,1
Vehicle,AMERICAN CLIPPER CORP.,1
Vehicle,AMERICAN EAGLE MOTORCYCLE CO.,1
Vehicle,AMERICAN EMERGENCY VEHICLES,2
Vehicle,"AMERICAN GARELLI EAST,LTD",4
Vehicle,"AMERICAN IKARUS, INC.",1
Vehicle,AMERICAN INTL CONVERSIONS,1
Vehicle,"AMERICAN JAWA, LIMITED",1
Vehicle,AMERICAN LAFRANCE LLC,10
Vehicle,AMERICAN LIMOUSINE MFG. INC.,1
Vehicle,"AMERICAN MOPEDS, INC.",1
Vehicle,AMERICAN RIVER MOBILITY INC.,2
Vehicle,AMERICAN SUNDIRO MOTORCYCLE,1
Vehicle,"AMERICAN TRAILERS, INC.",8
Vehicle,AMERICAN TRAVEL SYSTEMS,2
Vehicle,AMERICAN TRUCK COMPANY,1
Vehicle,"AMERICAN VANS, INC.",1
Vehicle,"AMERTEK, ININC.",3
Vehicle,AMKO Service Company,2
Vehicle,ANGOLA COACH,1
Vehicle,"APOLLO MOTOR HOMES, INC.",4
Vehicle,APPLEBY MANUFACTURING CO.,1
Vehicle,"ARBOC Specialty Vehicles, LLC",12
Vehicle,ARI LEGACY SLEEPERS,1
Vehicle,ARIZONA MOBILITY PRODUCTS,1
Vehicle,ARMOR REX INC,1
Vehicle,AROS MANUFACTURING CO.,3
Vehicle,"AROUND TOWN TRANSPORTATION PRODUCTS, LLC",1
Vehicle,"ARROW TRAILERS, INC.",2
Vehicle,ARVINMERITOR AUTOMOTIVE,1
Vehicle,ASC/SAN DIEGO,1
Vehicle,ASHDOWN MFG. CORP.,1
Vehicle,ASHLEY EMERGENCY VEHICLES,1
Vehicle,ASPEN COACH CORPORATION,1
Vehicle,"ASPEN CUSTOM TRAILERS, INC.",1
Vehicle,ASPLUNDH MFG. DIVISION,1
Vehicle,ATD OF SIOUXLAND,1
Vehicle,ATHEY PRODUCTS CORP.,6
Vehicle,ATLANTIC BUS SALES,2
Vehicle,"ATTENTION TO DETAIL, INC.",1
Vehicle,"AULICK MANUFACTURING, INC.",1
Vehicle,"AURORA CARS, LIMITED",1
Vehicle,"AUSTIN ROVER CARS NA, INC",13
Vehicle,AUTO ACCENTS,1
Vehicle,"AUTO ADDITIONS, INC.",2
Vehicle,AUTO AIR COMPANY,1
Vehicle,AUTO DETAILER,1
Vehicle,"AUTO FX, INC.",1
Vehicle,"AUTO GRAPHICS, INC",1
Vehicle,AUTO IMAGE,1
Vehicle,"AUTO INTERIOR DECORATORS, INC.",1
Vehicle,AUTO MATE REC. PRODUCTS,1
Vehicle,"AUTO OPTIONS, INC.",1
Vehicle,AUTO OUTFITTERS,1
Vehicle,AUTO RESTYLING,1
Vehicle,AUTO SUNROOF CO. INC.,1
Vehicle,AUTO TRIM DESIGN & GLASS,1
Vehicle,"AUTO TRIM DESIGN OF CENTRAL VA, INC.",1
Vehicle,AUTO TRIM DESIGN OF MID MARYLAND,1
Vehicle,AUTO TRIM DESIGN OF ND,1
Vehicle,AUTO TRIM DESIGN OF UTAH,1
Vehicle,AUTO TRIM RESTYLING,1
Vehicle,"AUTO UPGRADE OF N.E., INC.",1
Vehicle,AUTO. FERRUCCIO LAMBORG.,1
Vehicle,AUTOCRAFT RESTYLING,1
Vehicle,"AUTOHAUS AUTOMOTIVE, INC.",1
Vehicle,AUTOMATIC EQUIP. MFG. CO.,4
Vehicle,AUTOMOTIVE CONCEPTS,1
Vehicle,AUTOMOTIVE ELEGANCE,1
Vehicle,AUTOMOTIVE IMPROVEMENTS,1
Vehicle,AUTOMOTIVE SPECIALTIES LLC,1
Vehicle,"AUTOXTRAS, LLC",1
Vehicle,AVANTI MOTOR CORPORATION,2
Vehicle,AVCO CORPORATION,2
Vehicle,AVIATOR VAN CONVERSIONS,1
Vehicle,AXLE & EQUIP. SALES CO.,2
Vehicle,"Accubuilt, Inc.",11
Vehicle,Adaptive Mobility Systems Inc,1
Vehicle,Adkins Truck Equipment Co,1
Vehicle,Adrian Steel Company,1
Vehicle,Advance Engineered Products Ltd.,1
Vehicle,"Advanced Wheels Of Technology, Inc.",1
Vehicle,Adventure Manufacturing,3
Vehicle,"Adventurer Manufacturing, LLC",1
Vehicle,"Airstream, Inc.",79
Vehicle,Alamo Group Inc.,8
Vehicle,Alexander Dennis Inc.,1
Vehicle,Alexis Fire Equipment Company,6
Vehicle,"All American Specialty Vehicles, LLC",1
Vehicle,"All Wheel Drive Equipment Mfg., Inc.",2
Vehicle,"Alliance Bus Group, Inc.",1
Vehicle,"Alliance RV, LLC",8
Vehicle,"Alloy Custom Products, Inc.",2
Vehicle,"Almared, Inc.",1
Vehicle,Alta Motors,1
Vehicle,"Altec Industries, Inc.",169
Vehicle,Aluma KLM,4
Vehicle,Aluminum Trailer Company (ATC),14
Vehicle,"American Cargo, LLC",1
Vehicle,American Custom Golf Cars,2
Vehicle,American Hauler,3
Vehicle,American IronHorse Motorcycle Company,4
Vehicle,"American Surplus & Manufacturing, Inc.",1
Vehicle,"Ameritrail, Inc.",1
Vehicle,"Ameritrans Bus, Inc.",10
Vehicle,"Anderson Mfg., Inc.",1
Vehicle,Anvil Trailer,1
Vehicle,"Aprilia USA, Inc.",6
Vehicle,Arcimoto Inc,30
Vehicle,"Arising Industries, Inc.",1
Vehicle,"Arrow Manufacturing, Inc.",1
Vehicle,Aston Martin The Americas,28
Vehicle,"Augusta RV, LLC",2
Vehicle,"Auto Truck, Inc.",1
Vehicle,"Autocar Industries, LLC",18
Vehicle,"Autocar, LLC",118
Vehicle,Automobili Lamborghini America LLC,2
Vehicle,Azure Dynamics Corporation,1
Vehicle,B & M Manufacturing Company,1
Vehicle,"B. FOSTER & COMPANY, INC.",1
Vehicle,"BAD BOY ENTERPRISES, LLC",2
Vehicle,BADER WOODWORKING,1
Vehicle,BANGOR PUNTA CORP.,1
Vehicle,BANKHEAD TRANSPORTATION,1
Vehicle,BANNER HOMES CORPORATION,1
Vehicle,"BARTH, INCORPORATED",1
Vehicle,"BATAVUS USA, INCORPORATED",3
Vehicle,BCI (BUS & COACH INTERNATIONAL),1
Vehicle,"BEALL TRAILERS OF MONTANA, INC",1
Vehicle,BEALL TRANSLINER OF OREGN,1
Vehicle,BEARCAT CORPORATION,1
Vehicle,BEATRICE FOODS COMPANY,16
Vehicle,"BEAVER COACHES, INC.",2
Vehicle,"BECK FIRE APPARATUS, INC.",1
Vehicle,BEDARD TANKERS INC,1
Vehicle,BEHLMANN GMC TRUCK CENTER,1
Vehicle,BELL MFG. CORPORATION,1
Vehicle,BENDIX CORPORATION,5
Vehicle,BENEFIT AUTO SERV. CORP.,1
Vehicle,"BENNETT TRUCK EQUIP.,INC.",1
Vehicle,"BENSON INTERNATIONAL, INC.",4
Vehicle,"BENSON MANUFACTURING, INC.",1
Vehicle,BERLINER MOTOR CORP.,1
Vehicle,BEST TRAILER CORPORATION,1
Vehicle,BETHLEHEM FABRICATORS,1
Vehicle,BEVERLY MFG. CORPORATION,2
Vehicle,BI-MART,1
Vehicle,BILL HEARD CHEVROLET,1
Vehicle,"BIRMINGHAM MFG. CO., INC.",1
Vehicle,BISON MANUFACTURING LLC,1
Vehicle,BLAINES AUTO ACCESSORIES,1
Vehicle,BLUE SKY CUSTOM AUTOMOTIVE RESTYLERS,1
Vehicle,"BMW of North America, LLC",524
Vehicle,BOISE CASCADE,4
Vehicle,"BOLES-AERO, INCORPORATED",1
Vehicle,BOSS HOSS CYCLE,1
Vehicle,"BOULEVARD VAN CITY, LLC",1
Vehicle,BOYDSTUN,1
Vehicle,BOYERTOWN AUTO BODY WORKS,1
Vehicle,BRECKENRIDGE,1
Vehicle,"BRI-MAR MANUFACTURING, LLC",1
Vehicle,BRICKLIN VEHICLE CORP.,1
Vehicle,BROCKWAY MOTOR TRUCKS,9
Vehicle,BROKKSTONE COMPANY,1
Vehicle,"BROUGHAM INDUSTRIES, INC.",5
Vehicle,BSA MOTORCYCLE CORP.,1
Vehicle,"BUD INDUSTRIES, INC.",1
Vehicle,BUDD COMPANY,2
Vehicle,BUELL MOTORCYCLE CO.,41
Vehicle,"BUNK HOUSE CONVERSION, INC.",1
Vehicle,BURTEK INCORPORATED,1
Vehicle,BUS & TRUCK SUPPLY CO.,2
Vehicle,BUS INDUSTRIES OF AMERICA,3
Vehicle,"BUSWEST, LLC",1
Vehicle,BUTLER MANUFACTURING CO.,6
Vehicle,BYD Coach & Bus,4
Vehicle,"Barrett Trailers, LLC",1
Vehicle,"Battle Motors, Inc.",37
Vehicle,Bay Bridge Manufacturing LLC,1
Vehicle,Beall Corporation,2
Vehicle,Belmont Machine Co.,1
Vehicle,Belmont Trailers LLC,1
Vehicle,"Bentley Motors, Inc.",26
Vehicle,"Bentley Motors, Ltd.",12
Vehicle,Beta USA,1
Vehicle,"Big Bear American Made Choppers, Inc.",1
Vehicle,"Big Dog Motorcycles, LLC",24
Vehicle,"Big Tex Trailer Manufacturing, Inc.",9
Vehicle,"Bigfoot Industries, Inc.",4
Vehicle,"Bison Coach, LLC",3
Vehicle,Black Series Campers Inc.,1
Vehicle,Black Tie Products,1
Vehicle,"Blanchat Mfg., Inc.",2
Vehicle,Bloomer Trailers,2
Vehicle,Blue Bird Body Company,387
Vehicle,Bluecar SAS,4
Vehicle,Boise Mobile Equipment,1
Vehicle,"Bombardier Recreational Products, Inc.",24
Vehicle,Boreas Campers,1
Vehicle,Bostrom Corporation,1
Vehicle,Bowlus Road Chief LLC,2
Vehicle,"Brammo, Inc.",3
Vehicle,Braun Ambulances,16
Vehicle,Braun Corporation,20
Vehicle,Braun Northwest,3
Vehicle,"Bravo Trailers, LLC",1
Vehicle,Braxton Creek RV,5
Vehicle,"Brenner Tank, LLC",7
Vehicle,Brinkley RV,2
Vehicle,"Brown Industries, LLC",2
Vehicle,Bucher Municipal North America,1
Vehicle,Buell Motorcycles,1
Vehicle,Bugatti,11
Vehicle,Bulk Tank International S. de R.L. de C.,1
Vehicle,Burch Tank and Truck,3
Vehicle,"Butler Trailer Mfg. Co., Inc.",1
Vehicle,Bwise Manufacturing,2
Vehicle,"C & B Quality Trailer Works, Inc.",3
Vehicle,C & C Ford,1
Vehicle,"C & C TOP SHOP, INC.",1
Vehicle,"C & M Trailers, Inc.",4
Vehicle,C Diamond F - DBA Neckover Trailers,1
Vehicle,"C&C TRAILERS, INC.",1
Vehicle,C.E. HOWARD CORP.,1
Vehicle,"C.E. Smith Company, Inc.",1
Vehicle,C.T.I. INCORPORATED,1
Vehicle,"CABANA COACH CORPORATION,",3
Vehicle,"CACHE CAMPER MFG., INC.",2
Vehicle,CAGIVA NORTH AMERICA,1
Vehicle,CALIFORNIA CAMPER MFR.,2
Vehicle,CALIFORNIA MOTORCYCLE CO.,1
Vehicle,"CALIFORNIA TRAILER WORKS, INC.",1
Vehicle,"CALLAHAN ENG. CO., INC.",1
Vehicle,CAMP INDUSTRIES,1
Vehicle,CAMPAGNA MOTO SPORT INC.,1
Vehicle,"CANTAB MOTORS, INC.",1
Vehicle,CANYON STATE BUS SALES,2
Vehicle,CARDINAL MFG. CO.,1
Vehicle,CAREYS TRUCK SALES & SERV,1
Vehicle,CARGILE INC. (CUTTER),1
Vehicle,CARLEN CORPORATION,1
Vehicle,"CARPENTER BDY WRKS, INC.",10
Vehicle,"CARPENTER INDUSTRIES, INC.",14
Vehicle,"CASAL MOTOR CORP.,USA",1
Vehicle,CAVALIER MFG. CO.,1
Vehicle,CC TOPS,1
Vehicle,CEDAR CREEK,1
Vehicle,"CENTURY INDUSTRIES, LLC",2
Vehicle,"CFMOTO Powersports, Inc.",3
Vehicle,CHAMPION HOME BLDR. CO.,14
Vehicle,CHAMPION MOTORCYCLE ACCESSORIES,1
Vehicle,"CHANCE COACH, INC.",31
Vehicle,"CHANGZHOU NANXIASHU TOOLS CO., LTD",1
Vehicle,"CHARIOT EAGLE WEST, INC.",1
Vehicle,CHECKER MOTORS CORP.,12
Vehicle,CHIEF INDUSTRIES,1
Vehicle,CHINOOK MOBIL LODGE CO.,5
Vehicle,CHRYSLER CORP-OVERSEAS,6
Vehicle,CHTC Bus Group,1
Vehicle,"CHUCKS TOPS & TRIM, INC.",1
Vehicle,CIMATTI LIMITED,1
Vehicle,CIRCLE W TRAILERS,1
Vehicle,CITROEN CARS CORPORATION,2
Vehicle,CJay Trailers Inc.,1
Vehicle,CLARK EQUIP. COMPANY,25
Vehicle,"CLARK TRAILER SERVICE, INC.",3
Vehicle,CLASSIC LIMOUSINE,2
Vehicle,"CLASSIC MOTORWORKS LIMITED, USA",1
Vehicle,CLEMENT INDUSTRIES,1
Vehicle,"CLENET COACH WORKS, INC.",1
Vehicle,CLOUGH EQUIP. COMPANY,2
Vehicle,CMI CORPORATION,1
Vehicle,"CMSI, INC.",1
Vehicle,COACH & EQUIP SALES CORP.,7
Vehicle,COACH AUTO RESTYLER,1
Vehicle,COACH AUTOMOTIVE ACCESSORIES,1
Vehicle,COACH AUTOMOTIVE RESTYLING,1
Vehicle,COACH AUTOMOTIVE RESTYLING-CHATSWORTH,1
Vehicle,"COACHMEN INDUSTRIES, INC.",50
Vehicle,"COAST MACHINERY, INC.",1
Vehicle,"COBRA INDUSTRIES, INC.",8
Vehicle,CODA Automotive,2
Vehicle,COFFMAN AUTO GLASS,1
Vehicle,"COLEMAN CO., INC.",11
Vehicle,COLLINS AMBULANCE CORP.,3
Vehicle,"COLLINS INDUSTRIES,INC.",2
Vehicle,COLONIAL EQUIPMENT COMPANY,2
Vehicle,COLUMBIA BODY & EQUIP. CO,1
Vehicle,COLUMBIA PARCAR CORPORATION,1
Vehicle,COLUMBUS CAR AUDIO,1
Vehicle,"COMANCHE MANUFACTURING, INC.",1
Vehicle,COMET CORPORATION,2
Vehicle,COMM TRANS SULLY CORPORATION,2
Vehicle,COMM-TRANS,2
Vehicle,COMMERCIAL TRANSPORTATION MFG. CORP,1
Vehicle,COMPTON TRUCK & EQUIP. CO,1
Vehicle,"CONCO, INCORPORATED",3
Vehicle,"CONSTRUCTION TRAILER SPECIALISTS, INC.",1
Vehicle,"CONTEMPO CAMPERS, INC.",1
Vehicle,COOK BROS. EQUIP. COMPANY,2
Vehicle,"COONS MFG., INC.",2
Vehicle,COPCO STEEL & ENG. CO.,1
Vehicle,CORDER MANUFACTURING COMP,1
Vehicle,"COREY ENTERPRISES, INC.",1
Vehicle,CORPORATE COACHWORKS CORP,2
Vehicle,CORRECT CRAFT INC.,1
Vehicle,"COSMOPOLITAN MOTORS, INC.",3
Vehicle,COUNTRY COACH INC,64
Vehicle,COUNTRY HOMES CAMPER CO.,1
Vehicle,"COWBOY CLASSIC CONVERSIONS, INC",1
Vehicle,"COX TRAILERS, INC.",1
Vehicle,COZAD TRAILERS,1
Vehicle,CRAFTSMEN LIMOUSINE,2
Vehicle,"CRAGAR INDUSTRIES, INC.",1
Vehicle,"CREATIVE MOBILE SYSTEMS, INC.",1
Vehicle,CROWN COACH CORPORATION,5
Vehicle,"CSC Motorcycles, LLC",1
Vehicle,"CSI Emergency Apparatus, LLC",1
Vehicle,"CUES, INC.",1
Vehicle,"CUSTOM BUILT GOOSENECK TRAILERS, INC.",1
Vehicle,CUSTOM COACH CORPORATION,1
Vehicle,"CUSTOM TRAILERS, INC.",1
Vehicle,CUSTOM TRIM OF AMERICA,1
Vehicle,CUSTOM VEHICLE OUTFITTERS,1
Vehicle,CX AUTOMOTIVE CORPORATION,1
Vehicle,CYCLE PEUGEOT USA,3
Vehicle,CYCLONE AUTO SEAT COVER,1
Vehicle,Cabot Coach Builders Inc-DBA Royale Limo,3
Vehicle,Cake 0 Emission USA Inc,2
Vehicle,"Cam Superline, Inc.",1
Vehicle,Campagna Motors,3
Vehicle,Capacity of Texas,16
Vehicle,"Cargo Craft, Inc.",1
Vehicle,"Cargo South, Inc.",2
Vehicle,Carriage Industries,1
Vehicle,"Carriage, Inc.",13
Vehicle,Carrier Corporation,4
Vehicle,Carry-On Trailer Corp.,2
Vehicle,"Carson Trailer, Inc.",3
Vehicle,"Caterpillar, Inc.",6
Vehicle,Central Purchasing,1
Vehicle,Chalet RV,2
Vehicle,"Champion Bus, Inc.",51
Vehicle,"Charles Machine Works, Inc.",19
Vehicle,"Charmac Trailers, Inc.",2
Vehicle,Cheetah Chassis Corporation,6
Vehicle,"Chicago Scooter Company, LLC",1
Vehicle,"Chinook Motor Coach, LLC",3
Vehicle,"Chrysler (FCA US, LLC)",1348
Vehicle,Chrysler Group Global Electric Motorcars,5
Vehicle,"Cimarron Trailers, Inc.",1
Vehicle,"Circle D Corporation, Inc.",1
Vehicle,"Classic Manufacturing, Inc.",1
Vehicle,"Classic Trailers, Inc.",4
Vehicle,"Club Car, Inc.",3
Vehicle,"Coach House, Inc.",7
Vehicle,Coach and Equipment Mfg. Corp.,21
Vehicle,"Coachmen RV Company, LLC",50
Vehicle,Collins Bus Corporation,62
Vehicle,"Columbia Northwest, Inc.",9
Vehicle,"Compass Conversions, LLC",2
Vehicle,Con-Tech Manufacturing,1
Vehicle,Concession Nation,1
Vehicle,"Conel, LLC dba McElrath Trailers",4
Vehicle,"Contract Manufacturer, LLC",4
Vehicle,"Coose Trailer Manufacturing, Inc.",1
Vehicle,"Cornelius Manufacturing, Inc.",1
Vehicle,"Corp. Micro Bird, Inc.",74
Vehicle,"Cottrell, Inc.",12
Vehicle,"Covered Wagon Trailers, LLC",1
Vehicle,Cowtown Sleepers & Pick-up Tops,1
Vehicle,"Craftsmen Industries, Inc.",1
Vehicle,"Creative Bus Sales, Inc.",1
Vehicle,Crestline Coach Ltd.,1
Vehicle,"Cross Country Mfg., Inc.",1
Vehicle,Crossroads RV,18
Vehicle,"Cruise Car, Inc.",2
Vehicle,Cruiser RV,26
Vehicle,Crysteel Manufacturing Inc,2
Vehicle,Cummings Mobility Conversion & Supply,4
Vehicle,"Cummins, Inc.",5
Vehicle,Curbtender,1
Vehicle,Custom Fab & Body LLC,1
Vehicle,"Custom Fire Apparatus, Inc.",10
Vehicle,Custom Truck And Body Works,5
Vehicle,Custom Truck and Equipment,1
Vehicle,"D'ELEGANT CONVERSIONS, INC.",1
Vehicle,DAEWOO MOTOR AMERICA,7
Vehicle,DAEWOO MOTOR DE PUERTO RICO,8
Vehicle,DAEWOO MOTOR GUAM,1
Vehicle,"DAIHATSU AMERICA, INC.",3
Vehicle,DAIMLERCHRYSLER MANUFACTURING INTL,8
Vehicle,DAIRY EQUIP. COMPANY,1
Vehicle,"DALEWOOD MFG. CO., INC.",1
Vehicle,DAVINCI COACHWORKS INC,1
Vehicle,DAVIS EQUIPMENT CORPORATION,1
Vehicle,DDT Mobility Inc.,1
Vehicle,DE LOREAN MOTOR COMPANY,3
Vehicle,DEALER VALUE SERVICES,1
Vehicle,DEALER WORKS INC.,1
Vehicle,DEMPSTER INDUSTRIES INC.,1
Vehicle,DERBI MOTOR CORP. AMERICA,1
Vehicle,"DETOMASO OF AMERICA, INC.",3
Vehicle,DI GIORGIO LEISURE PROD.,1
Vehicle,DIAMO USA,1
Vehicle,"DIAMOND REO TRUCKS, INC.",5
Vehicle,DIAMOND-STAR MOTORS,1
Vehicle,DICK WALTERS RV'S,1
Vehicle,"DIRECT LINE, INC.",1
Vehicle,DOLPHIN RV PRODUCTS INC.,3
Vehicle,DON RITACCO & CO. LTD,1
Vehicle,DON'S AUTO UPHOLSTERY,1
Vehicle,DORSEY CORPORATION,13
Vehicle,DOUBLE B TRAILERS LLC,1
Vehicle,"DOUBLE DUTY RV CONVERSIONS, INC.",2
Vehicle,DOUGLAS MARINE CORPORATION,1
Vehicle,DRAKE TRAILERS OF EDINBURGH,1
Vehicle,"DREAM SHAK, LLC",1
Vehicle,DRI INC.,1
Vehicle,DRIVE LINE INC.,1
Vehicle,DRIVE MASTER CO. INC,2
Vehicle,DRIVING SPECIALTIES LTD,1
Vehicle,DRV Suites,12
Vehicle,DS Corp - DBA Crossroads RV,8
Vehicle,DUNLOP TIRE CORPORATION,1
Vehicle,DURHAM MFG. COMPANY,1
Vehicle,DUSTER CAMPER II INC.,1
Vehicle,DUTTON'S UPHOLSTERY,1
Vehicle,DYNAMAX CORPORATION,3
Vehicle,"Dabryan Coach Builders, Inc.",7
Vehicle,Daimler Buses North America,27
Vehicle,Daimler Coaches North America,34
Vehicle,Daimler Commercial Buses NA,19
Vehicle,"Daimler Trucks North America, LLC",503
Vehicle,"Daimler Vans USA, LLC",116
Vehicle,"Dakota Manufacturing Co., Inc.",3
Vehicle,"Dakota Trailer Manufacturing, Inc.",1
Vehicle,"Dalton Enterprises, Inc.",1
Vehicle,Damon Corporation,31
Vehicle,Dejana Truck & Utility Equipment Co,1
Vehicle,Delco Trailers LLC,1
Vehicle,"Delta Mfg., Inc.",1
Vehicle,Demers Ambulances,1
Vehicle,Dennis Eagle Inc.,13
Vehicle,Diamond C Trailer MFG,1
Vehicle,Diamond Coach Corporation,19
Vehicle,Diesel Modification Center LLC.,1
Vehicle,"Dixie Craft Trailers, Inc.",1
Vehicle,"Dodgen Industries, Inc.",9
Vehicle,"Doepker Industries, Ltd.",2
Vehicle,"Doolittle Trailer Mfg. Co., Inc.",1
Vehicle,Doosan Portable Power,4
Vehicle,Double K Inc.,10
Vehicle,"Double R Trailer Mfg., Inc.",1
Vehicle,Doubletree RV,8
Vehicle,"Dressen Custom Trailers, Inc.",1
Vehicle,Driverge Vehicle Innovations,4
Vehicle,"Dual-Tech, Inc.",1
Vehicle,Ducati North America,95
Vehicle,"Dueco, Inc.",1
Vehicle,Duruxx LLC,1
Vehicle,"Dutchmen Manufacturing, Inc.",35
Vehicle,Dynamite Manufacturing DBA Man Cave RV,1
Vehicle,"E&G CLASSICS, INC.",1
Vehicle,E-One Incorporated,60
Vehicle,E.D. Etnyre and Co.,1
Vehicle,EAGLE TRAILERS INC,5
Vehicle,"EARTHROAMER, LLC",2
